datetime,symbol,timeframe,direction,entry_price,stop_loss,take_profit,exit_price,result,pnl_r,duration_min,confidence,ob,fvg,sweep,vwap_up,structure_up,atr
2025-01-29 19:39:03,ETHUSDT,15m,BUY,37566.1,37151.0,38396.2,37151.0,LOSS,-1.009,56,92,False,False,True,True,True,276.7
2025-01-30 14:37:09,BTCUSDT,15m,SELL,53438.3,53743.1,52828.7,53743.1,LOSS,-0.977,39,49,False,False,False,False,True,203.2
2025-01-31 02:59:29,ETHUSDT,15m,BUY,38800.4,38478.3,39444.5,38478.3,LOSS,-1.027,90,82,False,False,True,False,False,214.7
2025-01-31 06:52:28,ETHUSDT,15m,BUY,30096.0,29847.9,30592.2,30592.2,WIN,1.885,457,78,False,True,False,False,True,165.4
2025-01-31 18:08:13,ETHUSDT,15m,BUY,28142.3,27722.0,28982.9,27722.0,LOSS,-0.985,61,76,False,False,True,True,False,280.2
2025-02-01 11:59:32,BTCUSDT,15m,SELL,28988.0,29126.8,28710.5,28710.5,WIN,2.102,251,90,False,False,True,True,True,92.5
2025-02-02 07:02:22,BTCUSDT,15m,BUY,25785.7,25449.1,26458.9,25449.1,LOSS,-1.093,13,51,False,False,True,False,False,224.4
2025-02-02 14:00:43,ETHUSDT,15m,SELL,39585.6,39839.1,39078.6,39839.1,LOSS,-1.105,49,94,False,True,True,False,False,169.0
2025-02-02 21:59:45,ETHUSDT,15m,SELL,49788.2,50102.3,49160.0,49160.0,WIN,2.062,212,72,True,True,False,False,True,209.4
2025-02-03 17:47:14,BTCUSDT,15m,BUY,56417.7,56082.6,57087.9,57087.9,WIN,1.855,224,76,True,False,False,False,False,223.4
2025-02-04 11:27:50,ETHUSDT,15m,BUY,54373.7,54259.4,54602.3,54259.4,LOSS,-1.036,85,62,False,True,False,True,True,76.2
2025-02-05 02:24:03,BTCUSDT,15m,SELL,23937.7,24470.7,22871.8,24470.7,LOSS,-0.96,61,31,True,True,False,False,False,355.3
2025-02-05 07:23:44,BTCUSDT,15m,SELL,47272.0,47821.3,46173.4,46173.4,WIN,1.904,55,87,True,False,True,True,True,366.2
2025-02-05 20:21:59,ETHUSDT,15m,SELL,55956.3,56356.7,55155.6,56356.7,LOSS,-1.01,74,52,True,False,True,True,True,266.9
2025-02-06 01:12:36,BTCUSDT,15m,SELL,35387.7,35958.9,34245.3,34245.3,WIN,1.995,210,58,False,True,False,False,True,380.8
2025-02-06 13:30:16,ETHUSDT,15m,SELL,49806.9,50403.0,48614.7,50403.0,LOSS,-0.9,34,26,True,False,False,True,True,397.4
2025-02-07 02:25:54,ETHUSDT,15m,SELL,56136.1,56326.2,55756.0,56326.2,LOSS,-0.956,61,37,True,True,False,False,False,126.7
2025-02-07 05:01:56,ETHUSDT,15m,SELL,34634.3,35093.8,33715.4,35093.8,LOSS,-0.999,26,89,True,True,False,True,True,306.3
2025-02-07 11:39:28,ETHUSDT,15m,SELL,48968.7,49551.6,47802.9,49551.6,LOSS,-0.856,16,48,True,False,False,True,True,388.6
2025-02-08 03:53:24,ETHUSDT,15m,BUY,29352.9,29139.0,29780.7,29780.7,WIN,1.858,327,67,True,True,False,True,True,142.6
2025-02-08 09:52:29,BTCUSDT,15m,BUY,39705.0,39296.4,40522.2,40522.2,WIN,1.879,213,24,False,False,False,True,True,272.4
2025-02-08 20:02:25,BTCUSDT,15m,SELL,34821.2,35204.6,34054.4,34054.4,WIN,1.983,452,55,False,False,False,False,False,255.6
2025-02-09 04:34:07,BTCUSDT,15m,SELL,28484.2,28845.1,27762.4,27762.4,WIN,2.042,40,78,False,True,False,True,True,240.6
2025-02-09 20:43:51,BTCUSDT,15m,BUY,25902.2,25308.0,27090.5,25308.0,LOSS,-0.88,40,49,False,True,False,False,True,396.1
2025-02-10 14:10:56,BTCUSDT,15m,BUY,29517.3,28923.9,30704.1,28923.9,LOSS,-1.053,38,65,False,False,True,False,True,395.6
2025-02-10 17:07:31,ETHUSDT,15m,SELL,44604.3,44955.5,43902.0,43902.0,WIN,2.068,249,84,False,False,False,True,True,234.1
2025-02-11 06:42:20,BTCUSDT,15m,BUY,32884.5,32777.6,33098.4,32777.6,LOSS,-1.105,40,29,False,False,False,True,False,71.3
2025-02-11 19:56:35,BTCUSDT,15m,SELL,46036.7,46311.6,45486.8,46311.6,LOSS,-0.919,60,34,False,True,False,True,False,183.3
2025-02-12 06:04:16,BTCUSDT,15m,BUY,26105.6,25813.4,26690.0,26690.0,WIN,2.127,61,52,False,True,False,True,True,194.8
2025-02-12 23:02:35,ETHUSDT,15m,BUY,24889.3,24587.5,25492.9,25492.9,WIN,1.956,459,91,False,True,True,True,False,201.2
2025-02-13 17:31:42,BTCUSDT,15m,BUY,34004.6,33421.2,35171.3,33421.2,LOSS,-0.983,40,48,False,True,False,True,False,388.9
2025-02-14 05:51:43,ETHUSDT,15m,SELL,30930.8,31449.5,29893.4,29893.4,WIN,2.079,194,54,False,False,False,False,True,345.8
2025-02-14 07:58:19,ETHUSDT,15m,BUY,38145.8,37773.5,38890.4,38890.4,WIN,1.897,384,47,True,True,False,True,False,248.2
2025-02-14 15:48:39,BTCUSDT,15m,BUY,37681.8,37143.0,38759.4,38759.4,WIN,1.932,191,74,True,False,True,True,True,359.2
2025-02-15 01:32:57,BTCUSDT,15m,SELL,32056.8,32487.9,31194.6,31194.6,WIN,1.913,406,27,False,False,True,True,False,287.4
2025-02-15 08:08:55,BTCUSDT,15m,SELL,52248.0,52386.0,51972.0,52386.0,LOSS,-1.128,60,91,False,False,True,True,True,92.0
2025-02-15 10:29:10,ETHUSDT,15m,BUY,26874.9,26347.4,27930.0,26347.4,LOSS,-0.866,51,22,False,False,False,True,True,351.7
2025-02-15 14:04:20,BTCUSDT,15m,BUY,23055.2,22852.4,23460.8,22852.4,LOSS,-0.96,49,62,False,False,False,True,True,135.2
2025-02-15 22:23:32,ETHUSDT,15m,BUY,45118.0,44918.9,45516.1,44918.9,LOSS,-1.011,77,42,True,True,False,False,False,132.7
2025-02-16 11:57:57,ETHUSDT,15m,SELL,34077.7,34606.4,33020.2,34606.4,LOSS,-1.128,62,55,False,True,True,True,True,352.5
2025-02-16 14:38:34,BTCUSDT,15m,SELL,58169.3,58681.0,57146.0,58681.0,LOSS,-0.928,62,79,True,False,False,False,True,341.1
2025-02-17 09:00:21,BTCUSDT,15m,BUY,23373.2,23129.5,23860.7,23129.5,LOSS,-0.956,36,63,False,True,True,True,False,162.5
2025-02-17 23:44:35,BTCUSDT,15m,SELL,45892.2,46242.3,45192.0,46242.3,LOSS,-1.13,76,26,False,True,False,True,False,233.4
2025-02-18 13:57:14,ETHUSDT,15m,SELL,32409.3,32616.6,31994.7,32616.6,LOSS,-0.953,21,38,False,False,False,True,True,138.2
2025-02-19 02:39:52,BTCUSDT,15m,BUY,46818.2,46580.6,47293.4,47293.4,WIN,2.003,200,87,True,False,False,False,False,158.4
2025-02-19 10:13:27,BTCUSDT,15m,BUY,41590.8,41336.4,42099.6,42099.6,WIN,2.072,353,32,False,True,False,True,True,169.6
2025-02-19 18:17:09,ETHUSDT,15m,BUY,34572.0,34183.5,35349.0,35349.0,WIN,2.066,327,76,True,True,False,False,False,259.0
2025-02-20 01:24:53,ETHUSDT,15m,SELL,38467.2,38665.0,38071.5,38665.0,LOSS,-1.065,69,93,True,False,False,False,True,131.9
2025-02-20 12:54:32,BTCUSDT,15m,BUY,48456.0,47952.2,49463.7,47952.2,LOSS,-0.995,41,90,False,True,True,False,False,335.9
2025-02-20 16:25:07,ETHUSDT,15m,BUY,57218.9,57000.7,57655.4,57000.7,LOSS,-1.026,69,77,False,True,False,False,True,145.5
2025-02-21 01:09:00,BTCUSDT,15m,SELL,31475.2,32072.4,30280.9,30280.9,WIN,2.099,403,38,True,True,False,False,False,398.1
2025-02-21 15:50:59,BTCUSDT,15m,SELL,51046.9,51445.0,50250.7,50250.7,WIN,1.921,39,87,False,True,True,True,False,265.4
2025-02-21 22:08:29,ETHUSDT,15m,SELL,20062.6,20170.6,19846.6,19846.6,WIN,1.956,110,38,False,False,False,False,True,72.0
2025-02-22 12:06:01,ETHUSDT,15m,BUY,38805.4,38455.6,39505.0,39505.0,WIN,2.041,144,22,True,False,False,False,True,233.2
2025-02-23 03:33:07,BTCUSDT,15m,SELL,34092.0,34581.0,33114.0,33114.0,WIN,1.952,440,62,True,False,False,False,False,326.0
2025-02-23 19:34:35,BTCUSDT,15m,SELL,21752.3,22342.2,20572.4,20572.4,WIN,1.91,176,24,False,True,True,False,False,393.3
2025-02-24 14:22:38,ETHUSDT,15m,SELL,33277.0,33871.3,32088.4,33871.3,LOSS,-1.113,60,26,False,True,False,True,True,396.2
2025-02-25 08:23:16,ETHUSDT,15m,SELL,23304.5,23849.2,22215.2,22215.2,WIN,1.977,323,86,True,False,False,True,False,363.1
2025-02-26 04:17:59,ETHUSDT,15m,BUY,37756.3,37395.0,38479.0,38479.0,WIN,1.984,329,74,True,True,False,True,False,240.9
2025-02-27 00:15:59,ETHUSDT,15m,SELL,25711.2,26121.9,24889.8,26121.9,LOSS,-0.968,9,40,False,True,False,True,True,273.8
2025-02-27 04:32:19,ETHUSDT,15m,BUY,50523.4,50039.7,51490.9,50039.7,LOSS,-0.978,55,67,True,True,False,False,False,322.5
2025-02-27 12:11:51,ETHUSDT,15m,SELL,48161.5,48367.6,47749.3,48367.6,LOSS,-1.086,67,53,True,False,False,True,True,137.4
2025-02-27 17:48:02,ETHUSDT,15m,BUY,48381.6,47858.8,49427.1,47858.8,LOSS,-0.985,43,60,False,False,False,True,False,348.5
2025-02-28 11:07:31,BTCUSDT,15m,BUY,42891.1,42399.4,43874.5,43874.5,WIN,1.99,328,23,False,True,True,True,False,327.8
2025-03-01 05:02:30,ETHUSDT,15m,BUY,32681.1,32443.6,33156.0,33156.0,WIN,1.872,363,29,False,False,False,False,False,158.3
2025-03-01 16:21:15,BTCUSDT,15m,BUY,40724.1,40188.2,41796.0,40188.2,LOSS,-1.059,46,27,False,False,True,False,True,357.3
2025-03-02 11:10:46,BTCUSDT,15m,BUY,45000.9,44744.2,45514.2,45514.2,WIN,2.034,272,90,False,False,False,True,False,171.1
2025-03-03 00:43:02,ETHUSDT,15m,BUY,57941.9,57777.1,58271.6,58271.6,WIN,2.081,348,23,False,False,True,False,True,109.9
2025-03-03 06:30:42,BTCUSDT,15m,SELL,47399.6,47799.0,46600.7,47799.0,LOSS,-1.061,12,51,True,False,False,False,True,266.3
2025-03-03 11:21:26,BTCUSDT,15m,SELL,25230.6,25559.8,24572.1,25559.8,LOSS,-1.039,45,64,True,False,True,False,False,219.5
2025-03-03 17:42:30,ETHUSDT,15m,BUY,56092.4,55877.0,56523.2,55877.0,LOSS,-0.906,29,51,True,True,True,True,False,143.6
2025-03-04 09:26:41,BTCUSDT,15m,SELL,28605.8,29203.7,27410.0,29203.7,LOSS,-1.044,41,78,False,False,False,True,True,398.6
2025-03-04 20:21:10,BTCUSDT,15m,SELL,36023.3,36248.3,35573.3,35573.3,WIN,2.021,200,71,True,True,True,True,True,150.0
2025-03-05 08:18:39,ETHUSDT,15m,BUY,35756.1,35478.3,36311.7,35478.3,LOSS,-0.912,76,36,False,False,False,False,False,185.2
2025-03-06 03:12:42,BTCUSDT,15m,BUY,25957.6,25778.0,26316.7,26316.7,WIN,2.118,182,80,False,False,True,True,True,119.7
2025-03-06 21:58:35,BTCUSDT,15m,SELL,42517.0,42677.3,42196.3,42196.3,WIN,1.992,203,88,False,False,True,True,False,106.9
2025-03-07 05:56:19,BTCUSDT,15m,BUY,46223.6,45634.1,47402.6,47402.6,WIN,2.142,384,80,False,False,False,False,True,393.0
2025-03-07 08:51:47,ETHUSDT,15m,SELL,48020.8,48185.4,47691.7,48185.4,LOSS,-1.093,45,24,False,False,False,True,False,109.7
2025-03-07 18:24:04,ETHUSDT,15m,SELL,40747.3,41184.9,39872.2,41184.9,LOSS,-0.982,72,27,True,False,False,False,False,291.7
2025-03-08 03:11:02,ETHUSDT,15m,BUY,27690.6,27374.2,28323.3,27374.2,LOSS,-1.076,33,53,False,False,False,False,False,210.9
2025-03-08 22:07:51,ETHUSDT,15m,SELL,42939.1,43418.9,41979.4,43418.9,LOSS,-0.987,49,55,False,False,False,True,True,319.9
2025-03-09 17:18:49,ETHUSDT,15m,BUY,53118.1,52890.5,53573.2,53573.2,WIN,1.931,85,81,True,False,True,True,True,151.7
2025-03-09 21:16:47,BTCUSDT,15m,BUY,50830.6,50628.2,51235.3,51235.3,WIN,1.852,223,80,False,False,False,True,True,134.9
2025-03-10 11:01:55,BTCUSDT,15m,SELL,29288.8,29614.5,28637.5,28637.5,WIN,2.072,104,31,True,False,True,False,False,217.1
2025-03-10 20:33:14,BTCUSDT,15m,BUY,20370.7,19805.4,21501.4,19805.4,LOSS,-0.98,47,57,True,False,False,True,False,376.9
2025-03-11 03:40:33,ETHUSDT,15m,SELL,48743.9,49285.7,47660.3,49285.7,LOSS,-1.146,42,78,True,False,True,False,True,361.2
2025-03-11 15:53:45,BTCUSDT,15m,BUY,25624.5,25457.4,25958.7,25958.7,WIN,1.947,18,32,False,False,False,True,True,111.4
2025-03-11 22:35:24,ETHUSDT,15m,BUY,22485.0,22175.4,23104.2,22175.4,LOSS,-1.115,25,66,True,True,False,False,True,206.4
2025-03-12 07:53:15,ETHUSDT,15m,SELL,49909.4,50346.8,49034.6,49034.6,WIN,2.032,374,81,False,False,False,True,False,291.6
2025-03-12 19:46:26,BTCUSDT,15m,SELL,41126.9,41599.6,40181.6,41599.6,LOSS,-1.041,12,30,False,False,False,False,True,315.1
2025-03-13 12:41:30,BTCUSDT,15m,BUY,55955.6,55580.0,56706.8,56706.8,WIN,1.984,247,94,True,True,False,True,True,250.4
2025-03-13 17:04:00,ETHUSDT,15m,SELL,43132.5,43447.3,42502.8,43447.3,LOSS,-1.136,13,20,True,False,False,False,True,209.9
2025-03-14 04:48:28,ETHUSDT,15m,BUY,55653.3,55087.7,56784.6,56784.6,WIN,1.985,207,73,True,False,True,True,False,377.1
2025-03-14 08:15:08,ETHUSDT,15m,BUY,50247.2,49829.1,51083.3,49829.1,LOSS,-0.856,74,48,True,True,False,True,False,278.7
2025-03-14 17:53:11,BTCUSDT,15m,SELL,46407.9,46915.2,45393.3,45393.3,WIN,2.034,138,34,True,True,True,False,False,338.2
2025-03-14 23:35:45,BTCUSDT,15m,BUY,28690.8,28304.0,29464.5,29464.5,WIN,2.109,86,76,True,False,False,True,True,257.9
2025-03-15 10:39:58,BTCUSDT,15m,SELL,25730.4,25928.4,25334.4,25334.4,WIN,2.048,226,50,False,False,False,False,False,132.0
2025-03-15 18:04:30,ETHUSDT,15m,BUY,57663.5,57296.2,58398.2,57296.2,LOSS,-0.949,58,26,False,False,True,False,True,244.9
2025-03-16 03:25:26,BTCUSDT,15m,SELL,42495.4,42768.1,41950.0,42768.1,LOSS,-0.86,54,79,False,False,False,True,False,181.8
2025-03-16 09:47:43,BTCUSDT,15m,BUY,46946.9,46698.5,47443.7,47443.7,WIN,2.031,111,26,True,False,False,True,False,165.6
2025-03-17 02:16:44,BTCUSDT,15m,BUY,50173.2,49846.5,50826.6,49846.5,LOSS,-0.876,55,35,False,True,False,True,False,217.8
2025-03-17 20:45:04,ETHUSDT,15m,SELL,52112.7,52594.8,51148.5,52594.8,LOSS,-0.933,31,83,True,False,False,True,True,321.4
2025-03-18 05:25:26,BTCUSDT,15m,SELL,27847.7,27946.7,27649.7,27649.7,WIN,1.919,270,73,False,False,True,False,True,66.0
2025-03-18 17:20:08,BTCUSDT,15m,SELL,48812.5,49022.7,48392.2,48392.2,WIN,1.996,283,65,False,False,False,True,True,140.1
2025-03-18 19:56:39,ETHUSDT,15m,BUY,40229.3,39658.1,41371.7,41371.7,WIN,1.962,352,39,False,False,False,False,True,380.8
2025-03-19 06:43:32,BTCUSDT,15m,BUY,46961.3,46606.9,47670.2,46606.9,LOSS,-0.908,18,84,True,True,False,True,True,236.3
2025-03-20 01:15:02,ETHUSDT,15m,BUY,29728.3,29526.8,30131.2,30131.2,WIN,2.059,365,71,False,True,False,False,True,134.3
2025-03-20 18:09:20,ETHUSDT,15m,BUY,48113.8,47695.6,48950.2,47695.6,LOSS,-1.125,87,27,False,False,True,True,True,278.8
2025-03-21 10:16:28,BTCUSDT,15m,BUY,22973.9,22429.1,24063.5,24063.5,WIN,2.128,106,54,False,True,False,False,True,363.2
2025-03-22 04:59:32,ETHUSDT,15m,SELL,29618.9,29702.2,29452.4,29452.4,WIN,2.1,361,58,True,True,False,False,False,55.5
2025-03-22 23:07:47,ETHUSDT,15m,SELL,37483.5,37759.9,36930.6,36930.6,WIN,2.102,324,64,False,False,False,True,False,184.3
2025-03-23 14:58:19,ETHUSDT,15m,SELL,37273.9,37857.6,36106.6,37857.6,LOSS,-0.946,15,90,True,False,False,True,True,389.1
2025-03-24 06:52:15,ETHUSDT,15m,SELL,24262.0,24756.0,23274.1,23274.1,WIN,1.852,242,69,False,True,True,False,False,329.3
2025-03-24 15:20:58,ETHUSDT,15m,SELL,23722.6,23851.3,23465.2,23465.2,WIN,2.029,457,31,True,False,False,True,True,85.8
2025-03-25 00:17:01,ETHUSDT,15m,SELL,35229.3,35521.5,34644.9,34644.9,WIN,1.892,152,86,False,False,False,False,True,194.8
2025-03-25 11:09:35,ETHUSDT,15m,BUY,27821.9,27659.2,28147.4,28147.4,WIN,1.882,18,83,True,True,False,True,False,108.5
2025-03-26 06:14:19,ETHUSDT,15m,SELL,44128.5,44645.4,43094.7,44645.4,LOSS,-0.941,45,37,True,False,False,True,False,344.6
2025-03-26 11:26:10,BTCUSDT,15m,SELL,51434.7,52018.3,50267.4,50267.4,WIN,1.96,318,68,True,False,False,False,True,389.1
2025-03-27 07:23:13,ETHUSDT,15m,BUY,22766.3,22333.4,23632.1,22333.4,LOSS,-0.896,68,57,False,False,False,False,True,288.6
2025-03-27 11:53:32,ETHUSDT,15m,SELL,41374.7,41576.8,40970.6,41576.8,LOSS,-0.873,74,81,False,False,False,True,False,134.7
2025-03-27 14:33:14,ETHUSDT,15m,SELL,44507.1,44950.5,43620.3,43620.3,WIN,2.019,400,65,False,False,False,True,True,295.6
2025-03-27 22:31:22,BTCUSDT,15m,SELL,35645.4,35776.1,35384.1,35384.1,WIN,2.082,191,48,True,True,False,False,False,87.1
2025-03-28 18:28:53,ETHUSDT,15m,SELL,51370.8,51500.7,51111.0,51111.0,WIN,2.006,258,59,True,False,True,False,True,86.6
2025-03-28 22:14:19,BTCUSDT,15m,SELL,49619.6,49862.0,49134.8,49862.0,LOSS,-0.995,47,41,True,False,True,False,False,161.6
2025-03-29 10:18:57,BTCUSDT,15m,SELL,37182.1,37378.8,36788.8,36788.8,WIN,1.851,120,45,True,True,False,True,True,131.1
2025-03-29 17:19:34,ETHUSDT,15m,BUY,45564.3,45186.2,46320.6,46320.6,WIN,2.029,315,82,False,False,False,True,True,252.1
2025-03-29 21:22:56,BTCUSDT,15m,SELL,32527.4,33046.2,31489.7,33046.2,LOSS,-1.078,28,30,False,False,False,True,False,345.9
2025-03-30 06:06:06,ETHUSDT,15m,BUY,39585.7,39242.5,40272.1,39242.5,LOSS,-1.108,62,42,True,True,False,True,False,228.8
2025-03-30 19:15:04,ETHUSDT,15m,SELL,36625.2,37199.8,35475.9,37199.8,LOSS,-0.898,26,72,False,True,False,False,False,383.1
2025-03-30 22:44:21,BTCUSDT,15m,BUY,50636.8,50143.9,51622.6,50143.9,LOSS,-0.985,78,92,True,True,True,True,False,328.6
2025-03-31 02:47:42,ETHUSDT,15m,SELL,59972.5,60332.1,59253.4,59253.4,WIN,1.985,456,51,False,False,False,True,True,239.7
2025-03-31 19:29:46,BTCUSDT,15m,SELL,25569.4,26098.8,24510.7,24510.7,WIN,1.912,427,74,True,False,True,False,False,352.9
